"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG"
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2016-05","4.18",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2016-06","2.46",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2016-08","3.51",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2016-09","1.79",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2016-10","0.91",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2016-11","1.27",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2016-12","3.56",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-01","2.39",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-02","0.75","0.0",
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-03","2.94",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-04","5.31",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-05","6.67",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-06","1.56",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-09","2.02",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-10","3.89",,
"US1MDBL0013","JACKSONVILLE 1.5 NE, MD US","39.5362","-76.5446","149.0","2017-11","1.09",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2015-04","3.75",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2015-05","3.30",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2015-06","10.64",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2015-08","1.94",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2015-12","4.87",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2016-04","0.95",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2016-05","5.20",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2016-06","4.98",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2016-07","9.00",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2016-08","2.41",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2016-09","3.86",,
"US1MDAA0042","ANNAPOLIS 4.3 W, MD US","38.9643","-76.5818","19.5","2016-10","1.98",,
"US1MDBL0015","JACKSONVILLE 1.0 SW, MD US","39.5113","-76.5743","153.0","2014-11","3.73",,
"US1MDBL0015","JACKSONVILLE 1.0 SW, MD US","39.5113","-76.5743","153.0","2017-04","3.98",,
"US1MDBL0015","JACKSONVILLE 1.0 SW, MD US","39.5113","-76.5743","153.0","2017-06","1.42",,
"US1MDBL0015","JACKSONVILLE 1.0 SW, MD US","39.5113","-76.5743","153.0","2017-11","1.53",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2015-11","1.99",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2015-12","4.16",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-01","4.22",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-02","4.45","2.8",
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-03","1.66","0.9",
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-04","1.71","0.0",
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-05","5.62",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-06","3.35",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-07","4.13",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-08","3.17",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-09","2.36",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-10","0.75",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-11","0.48",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2016-12","3.62",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-01","2.70","1.9",
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-02","0.31","0.0",
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-03","2.63","3.6",
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-04","3.41",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-05","5.95",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-06","2.09",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-07","9.60",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-08","3.73",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-09","1.94",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-10","2.71",,
"US1MDMG0106","SILVER SPRING 6.4 NNE, MD US","39.0807","-77.0081","125.0","2017-11","2.22",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2014-11","3.76",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2014-12","3.81","0.0",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-01","3.43","6.2",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-02","2.20","15.6",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-04","3.02","0.0",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-05","5.05",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-07","6.98",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-08","4.14",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-10","3.24",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-11","2.65",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2015-12","5.35",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-01","3.16","29.5",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-02","5.28","7.4",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-03","2.15","2.2",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-04","1.54","0.0",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-06","4.50",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-07","7.21",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-08","2.50","0.0",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-09","3.88",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-10","1.40",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2016-12","3.79",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-01","2.93","2.3",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-02","0.82","0.0",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-03","3.41","5.2",
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-04","5.50",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-05","5.68",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-07","6.25",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-08","6.58",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-09","2.65",,
"US1MDBL0016","TOWSON 0.8 SW, MD US","39.397","-76.6153","114.6","2017-10","4.20",,
"US1MDCR0007","WESTMINSTER 1.0 W, MD US","39.577","-77.026","202.1","2015-04","2.26",,
"US1MDCR0007","WESTMINSTER 1.0 W, MD US","39.577","-77.026","202.1","2015-05","3.42","0.0",
"US1MDCR0007","WESTMINSTER 1.0 W, MD US","39.577","-77.026","202.1","2015-09","5.78",,
"US1MDCR0007","WESTMINSTER 1.0 W, MD US","39.577","-77.026","202.1","2015-10","6.52",,
"US1MDCR0007","WESTMINSTER 1.0 W, MD US","39.577","-77.026","202.1","2016-10","0.77",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2014-11","3.99",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-01","4.25",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-04","3.54",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-05","1.57",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-06","11.01",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-07","1.61",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-09","4.98",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-10","3.40",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-11","2.92",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2015-12","5.65",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2016-02","3.31",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2016-03","2.66",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2016-06","2.38",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2016-07","6.95",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2016-08","4.61",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2016-09","5.69",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2016-10","1.72",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2016-11","0.64",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-01","1.54",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-02","0.87","0.0",
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-04","4.52",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-05","5.15",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-06","1.34",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-07","8.98",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-08","5.40",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-10","3.99",,
"US1MDKN0004","WORTON 3.9 NW, MD US","39.3209","-76.1346","14.9","2017-11","1.96",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2014-11","3.49",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-02","0.90","11.3",
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-03","4.24",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-04","3.85",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-05","1.95",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-06","8.94",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-07","1.63",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-08","1.84",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-09","2.34",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-10","4.34",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-11","2.20",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2015-12","4.39",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-01","3.69","20.7",
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-02","3.02",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-03","0.87",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-04","1.84",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-07","8.73",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-08","1.56",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-09","5.09",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-10","3.18",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2016-11","0.36",,
"US1MDAA0001","BIRDSVILLE 0.2 WSW, MD US","38.8978","-76.5965","46.0","2017-05","5.65",,
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2016-03","0.38","2.5",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2016-05",,"0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2016-06","0.00","0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2016-07",,"0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2016-08",,"0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2016-10",,"0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2017-06","1.40","0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2017-07","7.09","0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2017-08","4.61","0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2017-09","1.95","0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2017-10","2.99","0.0",
"USC00180467","BALTIMORE WASHINGTON INTERNATIONAL CLIMATE SNOW, MD US","39.1836","-76.6541","30.8","2017-11","2.15","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2014-11","3.34","0.5",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2014-12","3.62","0.2",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-01","3.97","7.4",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-02","2.17","15.8",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-03","5.09","9.2",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-04","4.81","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-05","2.73","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-06","11.42","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-07","3.77","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-08","1.35","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-09","4.30","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-10","4.89","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-11","2.66","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2015-12","2.83","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-01","4.73","27.1",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-02","4.97","3.7",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-03","2.01","2.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-04","1.67","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-06","3.74","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-07","4.85","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-09","4.11","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-10","1.42","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-11","0.48","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2016-12","3.64","0.1",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-01","1.74","1.7",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-02","0.78","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-03","3.15","4.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-04","4.85","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-06","1.57","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-07","6.44","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-09","2.05","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-10","2.67","0.0",
"US1MDAA0003","LAUREL 2.7 E, MD US","39.0998","-76.809","69.2","2017-11","2.50","0.0",
"US1MDMG0024","WHITE OAK 1.2 N, MD US","39.0598","-76.9884","109.1","2015-01","3.81",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2014-11","3.48",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2014-12","3.94",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-01","4.19","7.0",
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-02","2.03","14.4",
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-03","4.83",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-04","4.31",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-05","4.17","0.0",
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-06","13.94",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-07","3.02",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-08","2.37",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-09","3.48","0.0",
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-10","4.15",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-11","2.79",,
"US1MDAA0004","SEVERN 2.0 W, MD US","39.1321","-76.728","68.3","2015-12","6.43",,
